

#ID = 
#TYPE = Probe type, e.g. cDNA_clone for probes derived from a cDNA clone
#ReporterID = Brief probe ID/name, e.g. ID for the cDNA clone used to produce probe
#GeneName = Gene description annotation for probe
#GeneSymbol = Gene symbol annotation for probe
#UniGeneCluster = UniGene cluster ID annotation for probe
#UniGeneBuild = The UniGene build from which probe annotations were collected
#GB_LIST = GeneBank accession and/or RefSeq number annotation for probe
#EntrezGene = Entrez ID annotation for probe
#vector = cDNA clone vector name
#InsertLength = Length of vector insert
#ARRAY_BLOCK = Array block number, i.e. a number from 1 to 48
#BLOCK_COLUMN = Column within array block
#BLOCK_ROW = Row within array block
#SPOT_ID = spot identifier
#CLONE_ID = IMAGE clone identifier
ID	TYPE	ReporterID	GeneName	GeneSymbol	UniGeneCluster	UniGeneBuild	GB_LIST	EntrezGene	vector	InsertLength	ARRAY_BLOCK	BLOCK_COLUMN	BLOCK_ROW	SPOT_ID	CLONE_ID
160	cDNA_clone	IMAGE:1564260	Protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	PPM1B	Hs.416769	188	AA973190,  NM_177968	5495	pT3T7-Pac	931	1	16	7		
161	cDNA_clone	IMAGE:1558895	Phosphoglycerate mutase 2 (muscle)	PGAM2	Hs.413238	188	AA975325,  NM_000290	5224	pT3T7-Pac	772	1	17	7		
162	cDNA_clone	IMAGE:276596	Ring finger protein 141	RNF141	Hs.44685	188	N43942,  NM_016422	50862	pT3T7-Pac	1038	1	18	7		
163	cDNA_clone	IMAGE:271570	Sec23 homolog A (S. cerevisiae)	SEC23A	Hs.272927	188	N34975,  NM_006364	10484	pT3T7-Pac		1	19	7		
164	cDNA_clone	IMAGE:290029	Hypothetical protein MGC39821	MGC39821	Hs.351906	188	BC034236	284440	pT3T7-Pac		1	20	7		
165	cDNA_clone	IMAGE:295287	PAP associated domain containing 4	PAPD4	Hs.418198	188	W04413,  NM_173797	167153	pT3T7-Pac		1	21	7		
166	cDNA_clone	IMAGE:1466837	Transcribed locus, strongly similar to XP_522017.1 PREDICTED: similar to hypothetical protein [Pan troglodytes]	N/A	Hs.574510	188	CA396507	N/A	pT3T7-Pac		1	22	7		
167	cDNA_clone	IMAGE:121994	Transmembrane and coiled-coil domains 4	LOC255104	Hs.466729	188	T98244,  NM_181719	255104	pT3T7-Pac	1000	1	23	7		
168	cDNA_clone	IMAGE:151896	KIAA1008	KIAA1008	Hs.531029	188	H03208,  NM_014953	22894	pT3T7-Pac	1283	1	24	7		
169	cDNA_clone	IMAGE:813275	DnaJ (Hsp40) homolog, subfamily C, member 6	DNAJC6	Hs.536063	188	AA455940,  NM_014787	9829	pT3T7-Pac	1651	1	1	8		
170	cDNA_clone	IMAGE:1468053	Tetratricopeptide repeat domain 17	TTC17	Hs.191186	188	AA884008,  NM_018259	55761	pT3T7-Pac	961	1	2	8		
171	cDNA_clone	IMAGE:1460375	Nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	NUDT4P1	Hs.356699	188	AA883597,  AF311215	440672	pT3T7-Pac	924	1	3	8		
172	cDNA_clone	IMAGE:1460386	Transcribed locus	N/A	Hs.431796	188	AA883603,  DA117060	N/A	pT3T7-Pac	700	1	4	8		
173	cDNA_clone	IMAGE:1434899	Tubulin tyrosine ligase-like family, member 3	TTLL3	Hs.567445	188	AA857099,  NM_015644	26140	pT3T7-Pac	1159	1	5	8		
174	cDNA_clone	IMAGE:686081	Protein tyrosine phosphatase, non-receptor type 7	PTPN7	Hs.402773	188	AA262719,  NM_080588	5778	pT3T7-Pac	1129	1	6	8		
175	cDNA_clone	IMAGE:788264	Hypothetical protein FLJ21924	FLJ21924	Hs.369368	188	AA454100,  NM_024774	79832	pT3T7-Pac	592	1	7	8		
176	cDNA_clone	IMAGE:712401	Phosphoinositide-3-kinase, catalytic, delta polypeptide	PIK3CD	Hs.518451	188	AA281652,  NM_005026	5293; 440559	pT3T7-Pac	961	1	8	8		
177	cDNA_clone	IMAGE:713193	Janus kinase 1 (a protein tyrosine kinase)	JAK1	Hs.207538	188	AA284634,  NM_002227	3716	pT3T7-Pac	1225	1	9	8		
178	cDNA_clone	IMAGE:435350	Fetal Alzheimer antigen	FALZ	Hs.444200	188	AA700730,  NM_182641	2186	pT3T7-Pac	1275	1	10	8		
179	cDNA_clone	IMAGE:511634	GRIP and coiled-coil domain containing 1	GCC1	Hs.521168	188	AA126952,  NM_024523	79571	pBluescriptSK-	2000	1	11	8		
180	cDNA_clone	IMAGE:435435	Nephronophthisis 3 (adolescent)	NPHP3	Hs.511991	188	NM_153240	27031	pT3T7-Pac	1440	1	12	8		
181	cDNA_clone	IMAGE:435481	SRY (sex determining region Y)-box 5	SOX5	Hs.434948	188	AA701357,  NM_152989	6660	pT3T7-Pac	758	1	13	8		
182	cDNA_clone	IMAGE:289867	###############################################################################################################################################################################################################################################################	N/A	Hs.551256	188	N62080,  BX095722	N/A	pT3T7-Pac	800	1	14	8		
183	cDNA_clone	IMAGE:271690	Clone 24739 mRNA sequence	N/A	Hs.44690	188	N43822,  AF070571	N/A	pT3T7-Pac	875	1	15	8		
184	cDNA_clone	IMAGE:810779	Solute carrier family 31 (copper transporters), member 2	SLC31A2	Hs.24030	188	AA481754,  NM_001860	1318	pT3T7-Pac	800	1	16	8		
185	cDNA_clone	IMAGE:284783	N/A	N/A	N/A	188	N59866	N/A	pT3T7-Pac	1000	1	17	8		
186	cDNA_clone	IMAGE:309233	Similar to hypothetical protein FLJ10307	N/A	Hs.520636	188	W40180,  NM_021163	441191; 57786	pT3T7-Pac	1129	1	18	8		
187	cDNA_clone	IMAGE:307249	S-phase 2 protein	DERP6	Hs.417029	188	N93438,  NM_203413	23587	pT3T7-Pac	965	1	19	8		
188	cDNA_clone	IMAGE:210803	Chromosome 15 open reading frame 29	C15orf29	Hs.510938	188	H67707,  NM_024713	79768	pT3T7-Pac	1328	1	20	8		
189	cDNA_clone	IMAGE:795427	Small EDRK-rich factor 2	SERF2	Hs.424126	188	AA453527,  NM_001018108	10169; 25764	pT3T7-Pac	1563	1	21	8		
190	cDNA_clone	IMAGE:767171	Trinucleotide repeat containing 6C	TNRC6C	Hs.80618	188	AA424570,  NM_018996	57690	pT3T7-Pac	1629	1	22	8		
191	cDNA_clone	IMAGE:121580	Polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	POLR2B	Hs.479814	188	T97920,  NM_000938	5431	pT3T7-Pac	1440	1	23	8		
192	cDNA_clone	IMAGE:128889	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	PPP2R1B	Hs.269128	188	R10113,  NM_002716	5519	pT3T7-Pac	1084	1	24	8		
193	cDNA_clone	IMAGE:743426	KIAA1576 protein	KIAA1576	Hs.461405	188	AA609348,  NM_020927	57687	pT3T7-Pac	1000	1	1	9		
194	cDNA_clone	IMAGE:251417	KU-MEL-3 protein	N/A	Hs.544767	188	H96504,  NM_001011540	497048	pT3T7-Pac	1041	1	2	9		
195	cDNA_clone	IMAGE:47481	C-type lectin domain family 2, member B	CLECSF2	Hs.85201	188	H11732,  NM_005127	9976	LafmBA	1817	1	3	9		
196	cDNA_clone	IMAGE:251753	Ubiquitin-like domain containing CTD phosphatase 1	MGC10067	Hs.134812	188	H96908,  NM_145049	134510	pT3T7-Pac	1697	1	4	9		
197	cDNA_clone	IMAGE:593658	Bromodomain and WD repeat domain containing 1	WDR9	Hs.314338	188	AA160080,  NM_033656	54014	pBluescriptSK-	2000	1	5	9		
198	cDNA_clone	IMAGE:1618561	Transient receptor potential cation channel, subfamily M, member 3	TRPM3	Hs.47288	188	AA992781,  NM_001007471	80036	pT3T7-Pac	899	1	6	9		
199	cDNA_clone	IMAGE:1618655	Hypothetical protein LOC255025	LOC255025	Hs.130994	188	AI015489,  BC038721	255025	pT3T7-Pac	899	1	7	9		
200	cDNA_clone	IMAGE:1621836	Transcribed locus	N/A	Hs.130512	188	AI003906,  CN430612	N/A	pT3T7-Pac	961	1	8	9		
201	cDNA_clone	IMAGE:1621867	N/A	N/A	N/A	188		N/A	pT3T7-Pac	924	1	9	9		IMAGE:1621867
202	cDNA_clone	IMAGE:214278	N/A	N/A	N/A	188	H77872	N/A	pT3T7-Pac	1697	1	10	9		
203	cDNA_clone	IMAGE:214342	N/A	N/A	N/A	188		N/A	pT3T7-Pac	807	1	11	9		IMAGE:214342
204	cDNA_clone	IMAGE:362875	Syntaxin 17	STX17	Hs.130643	188	AA018936,  NM_017919	55014	pT3T7-Pac	2000	1	12	9		
205	cDNA_clone	IMAGE:399050	Chromosome 10 open reading frame 6	C10orf6	Hs.447458	188	AA732973,  NM_018121	55719; 143286	pT3T7-Pac	728	1	13	9		
206	cDNA_clone	IMAGE:379814	Transcribed locus, weakly similar to NP_689672.2 hypothetical protein MGC45438 [Homo sapiens]	N/A	Hs.563329	188	AA706050,  AI005283	N/A	pT3T7-Pac	1275	1	14	9		
207	cDNA_clone	IMAGE:379941	N/A	N/A	N/A	188	AA778116	N/A	pT3T7-Pac	1383	1	15	9		
208	cDNA_clone	IMAGE:381104	Kinesin family member 1B	KIF1B	Hs.97858	188	AA058658,  NM_015074	23095	pT3T7-Pac	2000	1	16	9		
209	cDNA_clone	IMAGE:382659	N/A	N/A	N/A	188	AA069452	N/A	pT3T7-Pac	1629	1	17	9		
210	cDNA_clone	IMAGE:744611	Transcribed locus	N/A	Hs.574260	188	CR740233	N/A	pT3T7-Pac	1328	1	18	9		
211	cDNA_clone	IMAGE:199635	Pregnancy specific beta-1-glycoprotein 10	PSG1	Hs.466843	188	R96568,  NM_006905	5669; 440535	pT3T7-Pac	2000	1	19	9		
212	cDNA_clone	IMAGE:241818	Acrosomal vesicle protein 1	ACRV1	Hs.169222	188	H93373,  NM_001612	56	pT3T7-Pac	1176	1	20	9		
213	cDNA_clone	IMAGE:772373	Diacylglycerol kinase, eta	DGKH	Hs.558670	188	AA404564,  NM_178009	160851; 283508	pT3T7-Pac	2000	1	21	9		
214	cDNA_clone	IMAGE:813189	Serine incorporator 3	TDE1	Hs.272168	188	AA456325,  NM_006811	10955	pT3T7-Pac	1129	1	22	9		
215	cDNA_clone	IMAGE:813242	Insulin growth factor-like family member 1	IGFL1	Hs.546554	188	AA456370,  NM_198541	374918	pT3T7-Pac	961	1	23	9		
216	cDNA_clone	IMAGE:813265	Nuclear factor I/B	NFIB	Hs.370359	188	AA455935,  NM_005596	4781	pT3T7-Pac	888	1	24	9		
217	cDNA_clone	IMAGE:198924	GRIP and coiled-coil domain containing 2	GCC2	Hs.436505	188	H83206,  NM_181453	9648	pT3T7-Pac	1159	1	1	10		
218	cDNA_clone	IMAGE:131554	Phosphatidylinositol transfer protein, beta	PITPNB	Hs.7370	188	R24061,  NM_012399	23760	pT3T7-Pac		1	2	10		
219	cDNA_clone	IMAGE:132570	Transcribed locus	N/A	Hs.563609	188	R25992,  BQ025465	N/A	pT3T7-Pac		1	3	10		
220	cDNA_clone	IMAGE:143397	Protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha	PPP2R3A	Hs.518155	188	R74399,  NM_002718	5523	pT3T7-Pac		1	4	10		
221	cDNA_clone	IMAGE:279513	Chromosome 14 open reading frame 118	C14orf118	Hs.410231	188	N45616,  NM_017926	55668	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		1	5	10		
222	cDNA_clone	IMAGE:413027	Tudor domain containing 9	TDRD9	Hs.21454	188	AA707781,  NM_153046	122402	pT3T7-Pac	1383	1	6	10		
223	cDNA_clone	IMAGE:413292	SPOC domain containing 1	SPOCD1	Hs.62604	188	AA772494,  NM_144569	90853	pT3T7-Pac	1084	1	7	10		
224	cDNA_clone	IMAGE:413089	N/A	N/A	N/A	188	AA707806	N/A	pT3T7-Pac	924	1	8	10		
225	cDNA_clone	IMAGE:131985	Transcribed locus	N/A	Hs.23560	188	R24885,  BX093007	N/A	pT3T7-Pac	888	1	9	10		
226	cDNA_clone	IMAGE:283995	Small nuclear ribonucleoprotein polypeptide N	SNRPN	Hs.22543	188	N53378,  BC035402	6638	pT3T7-Pac	1176	1	10	10		
227	cDNA_clone	IMAGE:376452	Leucine rich repeat containing 35	MGC10233	Hs.504136	188	AA041434,  NM_152715	219899	pT3T7-Pac	1768	1	11	10		
228	cDNA_clone	IMAGE:810036	Nuclear receptor coactivator 2	NCOA2	Hs.446678	188	AA455270,  NM_006540	10499	pT3T7-Pac	907	1	12	10		
229	cDNA_clone	IMAGE:289757	Protein phosphatase 1, regulatory (inhibitor) subunit 3E	N/A	Hs.39911	188	N62985,  AK024489	90673	pT3T7-Pac	823	1	13	10		
230	cDNA_clone	IMAGE:258035	Ankyrin repeat domain 44	LOC91526	Hs.432706	188	N30317,  NM_153697	91526	pT3T7-Pac	1000	1	14	10		
231	cDNA_clone	IMAGE:730942	2,4-dienoyl CoA reductase 2, peroxisomal	DECR2	Hs.513233	188	AA417227,  NM_020664	26063	pT3T7-Pac	853	1	15	10		
232	cDNA_clone	IMAGE:586780	Cleavage and polyadenylation specific factor 6, 68kDa	CPSF6	Hs.369606	188	AA130677,  NM_007007	11052	pBluescriptSK-	961	1	16	10		
233	cDNA_clone	IMAGE:741815	Ring finger protein 5	RNF5	Hs.534342	188	AA402960,  NM_006913	6048	pT3T7-Pac	636	1	17	10		
234	cDNA_clone	IMAGE:230562	Apoptotic chromatin condensation inducer 1	ACIN1	Hs.124490	188	H75862,  NM_014977	22985	pT3T7-Pac	1000	1	18	10		
235	cDNA_clone	IMAGE:293403	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	CDC14A	Hs.127411	188	N92068,  NM_003672	8556	pT3T7-Pac	1202	1	19	10		
236	cDNA_clone	IMAGE:292719	Chromosome 14 open reading frame 133	C14orf133	Hs.16157	188	N69388,  NM_022067	63894	pT3T7-Pac	1077	1	20	10		
237	cDNA_clone	IMAGE:137581	Solute carrier family 44, member 2	CTL2	Hs.515134	188	R39646,  NM_020428	57153	pT3T7-Pac	1294	1	21	10		
238	cDNA_clone	IMAGE:1056233	Epidermal growth factor receptor pathway substrate 8	EPS8	Hs.316997	188	AA621055,  NM_004447	2059	pT3T7-Pac	674	1	22	10		
239	cDNA_clone	IMAGE:1048792	Chromosome 10 open reading frame 130	C10orf130	Hs.112971	188	AA621323,  NM_001001732	387707	pT3T7-Pac	820	1	23	10		
240	cDNA_clone	IMAGE:1048783	YLP motif containing 1	YLPM1	Hs.531111	188	AA621330,  AK090435	56252	pT3T7-Pac	1041	1	24	10		
241	cDNA_clone	IMAGE:70578	BCL6 co-repressor-like 1	BCORL1	Hs.496748	188	T49029,  NM_021946	63035	pBluescriptSK-	1094	1	1	11		
242	cDNA_clone	IMAGE:241633	Myeloid/lymphoid or mixed-lineage leukemia 3	MLL3	Hs.270492	188	H90688,  NM_170606	58508; 574; 85317	pT3T7-Pac	1077	1	2	11		
243	cDNA_clone	IMAGE:242012	N/A	N/A	N/A	188		N/A	NO DATA FOR THIS CLONE IN UNIGENE BUILD 106.		1	3	11		IMAGE:242012
244	cDNA_clone	IMAGE:243645	Protein phosphatase 1, regulatory (inhibitor) subunit 12B	PPP1R12B	Hs.444403	188	N49307,  NM_032105	4660	pT3T7-Pac	747	1	4	11		
245	cDNA_clone	IMAGE:232848	Insulin-like growth factor binding protein 2, 36kDa	IGFBP2	Hs.438102	188	H73969,  NM_000597	3485	pT3T7-Pac	1294	1	5	11		
246	cDNA_clone	IMAGE:841326	Transcribed locus	N/A	Hs.562492	188	AA487424,  AA487424	N/A	pBluescriptSK-	1328	1	6	11		
247	cDNA_clone	IMAGE:841398	Poly (ADP-ribose) polymerase family, member 14	PARP14	Hs.518203	188	AA487544,  NM_017554	54625	pBluescriptSK-	1084	1	7	11		
248	cDNA_clone	IMAGE:72811	N/A	N/A	N/A	188	T50747	N/A	pBluescriptSK-	1084	1	8	11		
249	cDNA_clone	IMAGE:415195	Mago-nashi homolog, proliferation-associated (Drosophila)|Mitochondrial ribosomal protein L48	MAGOH|MRPL48	MULTIPLE: Hs.421576|Hs.503239	188	W91958	4116|51642	pT3T7-Pac	1500	1	9	11		
250	cDNA_clone	IMAGE:1588431	WD repeat domain, phosphoinositide interacting 2	WIPI-2	Hs.122363	188	AA975243,  NM_015610	26100	pT3T7-Pac	553	1	10	11		
251	cDNA_clone	IMAGE:1588924	Phosphoribosyl transferase domain containing 1	PRTFDC1	Hs.405619	188	AA975600,  NM_020200	56952	pT3T7-Pac	1176	1	11	11		
252	cDNA_clone	IMAGE:1588973	Chromosome 1 open reading frame 142	IMAGE3451454	Hs.325081	188	AA975680,  NM_053052	116841	pT3T7-Pac	965	1	12	11		
253	cDNA_clone	IMAGE:1589973	BolA-like 3 (E. coli)	LOC388962	Hs.61472	188	AA977296,  NM_212552	388962	pT3T7-Pac	752	1	13	11		
254	cDNA_clone	IMAGE:1536826	Similar to Retinol dehydrogenase 12	N/A	Hs.445377	188	AI792833,  BU179155	388963	pT3T7-Pac	747	1	14	11		
255	cDNA_clone	IMAGE:1526044	Transcribed locus	N/A	Hs.569359	188	AA912749,  AA824302	N/A	pT3T7-Pac	1328	1	15	11		
256	cDNA_clone	IMAGE:1526133	Peroxisome proliferative activated receptor, alpha-like	ZNF286	Hs.462306	188	NM_020652	57335; 5466	pT3T7-Pac	1038	1	16	11		
257	cDNA_clone	IMAGE:1526262	Acyl-Coenzyme A binding domain containing 6	ACBD6	Hs.200051	188	AA913236,  NM_032360	84320	pT3T7-Pac	1500	1	17	11		
258	cDNA_clone	IMAGE:753330	Hypothetical protein MGC17943	MGC17943	Hs.257664	188	AA410263,  NM_152261	90488	pT3T7-Pac	1041	1	18	11		
259	cDNA_clone	IMAGE:785821	CDC42 effector protein (Rho GTPase binding) 4	CDC42EP4	Hs.3903	188	AA449773,  NM_012121	23580	pT3T7-Pac	1046	1	19	11		
260	cDNA_clone	IMAGE:785890	LOC440309	N/A	Hs.459403	188	AA449623,  BC040578	440309	pT3T7-Pac	700	1	20	11		
261	cDNA_clone	IMAGE:753596	Ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	RPIA	Hs.469264	188	AA478717,  NM_144563	22934	pT3T7-Pac	1563	1	21	11		
262	cDNA_clone	IMAGE:754280	Zinc finger protein 652	ZNF652	Hs.463375	188	AA479284,  NM_014897	22834	pT3T7-Pac	2000	1	22	11		
263	cDNA_clone	IMAGE:754291	Chromosome 11 hypothetical protein ORF4	C11ORF4	Hs.523763	188	AA479498,  NM_020155	56834	pT3T7-Pac	924	1	23	11		
264	cDNA_clone	IMAGE:430948	Zinc fingers and homeoboxes 2	ZHX2	Hs.377090	188	AA678315,  NM_014943	22882	pT3T7-Pac	1084	1	24	11		
265	cDNA_clone	IMAGE:302221	Histone H4/o	HIST2H4	Hs.55468	188	N77828,  NM_001034077	8370; 554313	pT3T7-Pac	1651	1	1	12		
266	cDNA_clone	IMAGE:712874	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	SH3YL1	Hs.515951	188	AA282184,  NM_015677	26751	pT3T7-Pac	2000	1	2	12		
267	cDNA_clone	IMAGE:712907	KIAA1128	KIAA1128	Hs.461988	188	AA282355,  NM_018999	54462	pT3T7-Pac	1768	1	3	12		
268	cDNA_clone	IMAGE:712957	Transcribed locus	N/A	Hs.554127	188	AA282495,  AA282495	N/A	pT3T7-Pac	1000	1	4	12		
269	cDNA_clone	IMAGE:713006	KIAA0476	KIAA0476	Hs.6684	188	AA282492,  AB007945	9909	pT3T7-Pac	1440	1	5	12		
270	cDNA_clone	IMAGE:1643564	KIAA1944 protein	KIAA1944	Hs.507268	188	AI023540,  NM_133448	121256	pT3T7-Pac	473	1	6	12		
271	cDNA_clone	IMAGE:1646544	Transcribed locus	N/A	Hs.260928	188	AI025943,  BX374162	N/A	pT3T7-Pac	1275	1	7	12		
272	cDNA_clone	IMAGE:1646651	Hypothetical LOC388890	N/A	Hs.96704	188	AF086143	388890	pT3T7-Pac	1563	1	8	12		
273	cDNA_clone	IMAGE:1579981	Serum amyloid A-like 1	LOC113174	Hs.524834	188	AA934887,  NM_138421	113174	pT3T7-Pac	823	1	9	12		
274	cDNA_clone	IMAGE:1503902	Similar to kinesin family member 27	N/A	Hs.567985	188	BX952066	389764	pT3T7-Pac	725	1	10	12		
275	cDNA_clone	IMAGE:1503971	ADP-ribosylation factor-like 6	ARL6	Hs.373801	188	AA904677,  NM_032146	84100	pT3T7-Pac	965	1	11	12		
276	cDNA_clone	IMAGE:1503990	N/A	N/A	N/A	188		N/A	pT3T7-Pac	1000	1	12	12		IMAGE:1503990
277	cDNA_clone	IMAGE:1504127	Transcribed locus	N/A	Hs.130107	188	AA904882,  BX089938	N/A	pT3T7-Pac	1159	1	13	12		
278	cDNA_clone	IMAGE:234398	Short stature homeobox|Homo sapiens, clone IMAGE:4103364, mRNA	SHOX|N/A	MULTIPLE: Hs.105932|Hs.351680	188	H95277	6473|N/A	pT3T7-Pac	1225	1	14	12		
279	cDNA_clone	IMAGE:110912	N/A	N/A	N/A	188		N/A	pT3T7-Pac	931	1	15	12		IMAGE:110912
280	cDNA_clone	IMAGE:110987	Zinc finger CCCH-type, antiviral 1|Transcribed locus	ZC3HAV1|N/A	MULTIPLE: Hs.133512|Hs.581190	188	T83047	56829|N/A	pT3T7-Pac	1328	1	16	12		
281	cDNA_clone	IMAGE:205993	RNA binding motif protein 22	RBM22	Hs.202023	188	H61530,  NM_018047	55696	pT3T7-Pac	878	1	17	12		
282	cDNA_clone	IMAGE:129293	Death inducer-obliterator 1	DATF1	Hs.15783	188	R16409,  BC012757	11083	pT3T7-Pac	1038	1	18	12		
283	cDNA_clone	IMAGE:121662	Polycomb group ring finger 3	PCGF3	Hs.144309	188	T97609,  NM_006315	10336	pT3T7-Pac	867	1	19	12		
284	cDNA_clone	IMAGE:121543	KIBRA protein	KIBRA	Hs.484047	188	T97809,  NM_015238	23286	pT3T7-Pac	1202	1	20	12		
285	cDNA_clone	IMAGE:121954	Insulin-like growth factor binding protein 7|Transcribed locus, weakly similar to XP_496299.1 PREDICTED: hypothetical protein LOC148206 [Homo sapiens]	IGFBP7|N/A	MULTIPLE: Hs.479808|Hs.541584	188	T97764	3490|N/A	pT3T7-Pac	1343	1	21	12		
286	cDNA_clone	IMAGE:80463	N/A	N/A	N/A	188		N/A	pBluescriptSK-	2000	1	22	12		IMAGE:80463
287	cDNA_clone	IMAGE:840266	Polymeric immunoglobulin receptor	PIGR	Hs.497589	188	AA485303,  NM_002644	5284	pBluescriptSK-	907	1	23	12		
288	cDNA_clone	IMAGE:68652	BTG3 associated nuclear protein	BANP	Hs.461705	188	T49823,  NM_017869	54971	pBluescriptSK-	907	1	24	12		
289	cDNA_clone	IMAGE:757234	Transcribed locus	N/A	Hs.28773	188	AA426065,  BQ717725	N/A	pT3T7-Pac	1000	1	1	13		
290	cDNA_clone	IMAGE:625234	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	KDELR3	Hs.554798	188	AA181085,  NM_006855	11015	pBluescriptSK-	2000	1	2	13		
291	cDNA_clone	IMAGE:612809	Myopalladin	MYPN	Hs.55205	188	AA179599,  NM_032578	84665	pBluescriptSK-	2000	1	3	13		
292	cDNA_clone	IMAGE:360838	V-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	AKT3	Hs.498292	188	AA017141,  NM_005465	10000	pT3T7-Pac	2000	1	4	13		
293	cDNA_clone	IMAGE:769754	Pannexin 1	PANX1	Hs.503584	188	AI734133,  NM_015368	24145	pT3T7-Pac	1253	1	5	13		
294	cDNA_clone	IMAGE:257999	SERTA domain containing 4	SERTAD4	Hs.445835	188	N40495,  NM_019605	56256	pT3T7-Pac	1000	1	6	13		
295	cDNA_clone	IMAGE:259820	Lix1 homolog (mouse)	C5orf11	Hs.128188	188	N29837,  NM_153234	167410	pT3T7-Pac	1046	1	7	13		
296	cDNA_clone	IMAGE:258451	Chromosome 8 open reading frame 70	CGI-62	Hs.271876	188	N40679,  NM_016010	51101	pT3T7-Pac	1500	1	8	13		
297	cDNA_clone	IMAGE:754625	ATPase, Class II, type 9A	ATP9A	Hs.368002	188	AA436260,  NM_006045	10079	pT3T7-Pac	915	1	9	13		
298	cDNA_clone	IMAGE:770665	Vacuolar protein sorting 37B (yeast)	FLJ12750	Hs.507162	188	AA476277,  NM_024667	79720	pT3T7-Pac	650	1	10	13		
299	cDNA_clone	IMAGE:108764	Transcribed locus|Jub, ajuba homolog (Xenopus laevis)	N/A|JUB	MULTIPLE: Hs.43086|Hs.508910	188	T77781	N/A|84962	pT3T7-Pac	1939	1	11	13		
300	cDNA_clone	IMAGE:108843	SNF2 histone linker PHD RING helicase	SHPRH	Hs.124537	188	T78954,  NM_173082	257218	pT3T7-Pac	1651	1	12	13		
301	cDNA_clone	IMAGE:166871	Unc-5 homolog A (C. elegans)	UNC5A	Hs.33191	188	R89529,  NM_133369	90249	pT3T7-Pac	1563	1	13	13		
302	cDNA_clone	IMAGE:191055	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	RASGRP1	Hs.511010	188	H41056,  NM_005739	10125	pT3T7-Pac	1842	1	14	13		
303	cDNA_clone	IMAGE:152069	Inner membrane protein, mitochondrial (mitofilin)	IMMT	Hs.148559	188	H04597,  NM_006839	10989	pT3T7-Pac	965	1	15	13		
304	cDNA_clone	IMAGE:192521	Glycerophosphodiester phosphodiesterase domain containing 2	GDPD2	Hs.438712	188	H41285,  NM_017711	54857	pT3T7-Pac	1919	1	16	13		
305	cDNA_clone	IMAGE:346869	YTH domain family, member 2	YTHDF2	Hs.532286	188	W79828,  NM_016258	51441	pT3T7-Pac	1000	1	17	13		
306	cDNA_clone	IMAGE:770898	Hypothetical protein FLJ20485	FLJ20485	Hs.520619	188	AA434411,  NM_019042	54517	pT3T7-Pac	1000	1	18	13		
307	cDNA_clone	IMAGE:504128	Hypothetical protein FLJ13639	FLJ13639	Hs.266728	188	AA131681,  NM_024705	79758	pT3T7-Pac	1000	1	19	13		
308	cDNA_clone	IMAGE:322860	SNF1-like kinase 2	SNF1LK2	Hs.555922	188	W39582,  NM_015191	23235	pT3T7-Pac	1275	1	20	13		
309	cDNA_clone	IMAGE:195736	Methylthioadenosine phosphorylase	MTAP	Hs.193268	188	R89259,  NM_002451	4507	pT3T7-Pac	1371	1	21	13		
310	cDNA_clone	IMAGE:126445	SNF1-like kinase 2	SNF1LK2	Hs.555922	188	R06652,  NM_015191	23235	pT3T7-Pac	1038	1	22	13		
311	cDNA_clone	IMAGE:771060	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	RP42	Hs.104613	188	AA427522,  NM_020640	54165	pT3T7-Pac	820	1	23	13		
312	cDNA_clone	IMAGE:298966	Hypothetical protein FLJ38359|Hypothetical protein LOC440894	FLJ38359|LOC440894	MULTIPLE: Hs.452311|Hs.516403	188	W05538	151009|440894	pT3T7-Pac	1129	1	24	13		
313	cDNA_clone	IMAGE:2018881	Transcribed locus	N/A	Hs.157803	188	AI939409,  AI939409	N/A	pT3T7-Pac		1	1	14		
314	cDNA_clone	IMAGE:399536	Proteasome (prosome, macropain) subunit, alpha type, 4	PSMA4	Hs.251531	188	AA733040,  NM_002789	5685	pT3T7-Pac	1197	1	2	14		
315	cDNA_clone	IMAGE:415978	Choline kinase beta	CHKB	Hs.439777	188	W85710,  NM_152253	1120; 1375	pT3T7-Pac	758	1	3	14		
316	cDNA_clone	IMAGE:418019	Sfi1 homolog, spindle assembly associated (yeast)	SFI1	Hs.62209	188	W90666,  NM_001007467	9814	pT3T7-Pac	820	1	4	14		
317	cDNA_clone	IMAGE:2045606	Myosin binding protein C, cardiac	MYBPC3	Hs.524906	188	AI371190,  NM_000256	4607	pT3T7-Pac		1	5	14		
